,22RV1,647-V,A549,BFTC-905,BT-20,BT-474,BT-549,C32,CAL-120,CAL-148,CAL-51,Calu-3,Calu-6,CAMA-1,COLO-205,DMS-114,DU-4475,EVSA-T,HCC1143,HCC1187,HCC1395,HCC1419,HCC1428,HCC1500,HCC1569,HCC1806,HCC1937,HCC1954,HCC38,HCC70,HCT-116,Hs-578-T,HT-1197,HT-1376,HT-29,J82,KATOIII,KMS-11,KU-19-19,LS-513,M14,MCF7,MDA-MB-157,MDA-MB-175-VII,MDA-MB-231,MDA-MB-361,MDA-MB-415,MDA-MB-436,MDA-MB-453,MDA-MB-468,MFM-223,NCI-H1299,NCI-H1437,NCI-H1563,NCI-H1703,NCI-H1793,NCI-H1975,NCI-H2085,NCI-H2170,NCI-H2228,NCI-H226,NCI-H2291,NCI-H23,NCI-H3122,NCI-H358,NCI-H520,NCI-H522,NCI-H747,NCI-H838,NCI-SNU-16,RKO,RT4,SW48,SW620,SW780,SW837,SW900,SW948,T-24,T47D,TCCSUP,UACC-812,UM-UC-3,VCaP,VM-CUB-1
HCC1419,331.990901904914,297.450020159621,269.709982337376,268.754102097638,291.273543691609,265.648555487356,260.552780134552,346.42727098513,266.670902871117,334.017157364333,342.058646910223,266.599899800125,277.166805956296,348.842224367078,261.631033947018,264.751094989355,272.018111772593,249.823091499605,246.0918891984,294.979225758145,277.126432750688,0,257.744186742878,399.715887306602,237.461206441423,313.889056479348,255.260038252357,303.122433274143,373.030022067515,299.073032004695,330.591616797512,266.492865008405,246.559708715211,347.617395205256,245.731500924279,237.318410172301,244.274944133352,253.253864361419,230.904438991901,325.360489248247,246.595480694855,270.538186123583,261.725995227539,244.106065014034,256.257533893896,255.778490523721,282.004819960178,291.801582137409,281.615642912971,286.491243830038,323.791927528606,359.8832314678,266.876401032474,241.984054844823,311.212718674924,219.412517640496,278.230109259939,278.086678198735,447.851620987815,269.56977763079,354.05168512072,256.482882625276,246.926811979958,281.904816987664,268.896587909652,311.576975704264,294.340453785057,259.008232370118,302.744269647056,260.874700058633,320.596977469303,253.082337714207,334.164419140206,320.946233798928,234.851438878021,367.884049109776,289.150351375269,266.597054775749,238.250399082381,269.962173051992,247.450927611029,280.956836411511,222.735826413359,240.008047487089,341.325260706547
HCC1428,317.923302224713,284.465883585863,238.27484402233,250.819233686088,280.789850377851,263.254686245373,284.592123929419,327.00320475574,256.001872170041,306.873575402611,319.664710996833,256.667540256738,269.007248541606,327.942630084035,267.591064504756,240.715468700268,250.08555975026,233.159725165573,246.991382405038,272.759939158837,274.510633728112,257.744186742878,0,371.315604297007,235.626794305901,295.780875493419,270.869448207465,311.251055362194,348.653128598713,279.519078856451,311.647251250252,271.702057550106,238.511274192874,375.065276258895,210.759652673867,255.199925021149,239.304841979084,231.451050463289,242.104648915361,316.266169846031,245.596305294919,242.034842479587,238.50121629627,220.455848532578,239.025022931891,244.544438680868,257.864125466003,273.989952104732,282.117936831515,273.712567602416,289.789750382752,378.132481376325,233.295908778353,251.916779643653,296.053602244785,222.398253363556,263.468159259987,268.639055449709,460.898108088986,239.223942823974,334.074674695229,243.808133370945,222.514023493148,297.42971020545,251.929351739553,300.192503957073,259.424081372116,232.135166952134,297.995141630222,239.10183045068,298.353394809724,256.23334966845,307.237164662714,297.94369226859,213.640840741617,335.512061194616,270.937945884486,241.987848597309,221.66823008514,241.978160812142,242.479981826241,249.924542618333,233.387293193961,242.066868717674,327.674134563169
HCC1500,133.745942962266,210.678305310412,241.705275827857,234.640489840631,231.59658336463,279.423748970242,278.707658915557,151.71000293997,336.768343778809,155.260230438411,119.209468475388,294.517655114985,220.24947667325,140.516163495766,336.779256998191,298.330188559605,427.674889742323,266.687408453428,358.296190375563,245.165110492708,244.879194260429,399.715887306602,371.315604297007,0,278.337121287428,194.438110258899,476.978436041645,504.905571605174,131.302378232233,474.624613808009,122.978719795014,226.108770907411,319.745433762704,603.615337122005,287.581808940238,377.470633804984,381.500083350224,303.044441591671,329.439867781226,155.701689650298,280.000516920766,269.999068768547,287.25442459964,398.323496658268,250.134164689295,250.717224424555,266.002768857279,302.619812360203,490.830923065356,286.105483734518,261.987713328352,599.199966660009,273.862246292664,386.542155643057,180.8916549492,320.340189741537,285.44512892474,226.232784980194,699.726203853661,406.354266903486,128.212889826431,258.83662810752,267.82380825717,425.95174901992,218.424158321003,519.096094653199,212.3903076294,270.810536161058,190.69183548631,392.683074213681,136.991823226084,399.409756497001,132.29879023378,158.849716079252,372.706775823428,126.096140628443,212.938315233353,282.255677598897,355.359529987863,249.415356629665,287.355729590405,286.397647055495,337.311911904101,332.278982133705,124.253444501796
HCC1569,210.471949689228,183.107739336135,178.493207205884,172.624388446985,185.850491186718,210.929515049246,178.619729553692,215.92282450466,222.149528017765,198.99202267632,216.931488046768,191.050199187642,181.55240942208,221.873078742727,198.875823601942,184.886101168682,239.182811830235,173.346179348764,222.227088147944,182.874019880643,178.796277550335,237.461206441423,235.626794305901,278.337121287428,0,207.588668151092,278.552004123935,327.846765993827,247.886886966438,288.382402113212,212.791802294136,153.053995135967,191.609306494947,390.078150044944,155.51964486567,220.234004701513,214.551601585663,168.628962607061,189.374300228389,202.189668192534,143.485727628242,188.057903831805,195.792252946193,221.028550558905,157.562692550394,196.603689210162,193.920598264468,208.431614240809,305.703735678891,199.41235594681,238.618211818314,415.353921637624,176.732550839976,233.741197944991,194.776404393411,175.871689749505,189.802024676295,171.873567328489,495.561691505328,251.946768393544,237.010897441516,170.739250135541,155.787992385412,293.656348108906,161.755766440896,325.8667940291,172.541894278164,172.881978794797,200.298344595031,228.956010538271,197.670786795969,239.621343910195,208.580460361363,198.386865948208,216.59368298503,237.914612435355,176.091902895969,189.852877316107,195.153692902142,176.517101828405,172.63353121532,209.426020516345,187.01052840979,192.983803444428,223.376167153667
HCC1806,146.003318688693,156.064126494901,188.577125793053,176.716197443329,179.471990847092,231.687246085232,212.086867567722,169.717772057399,258.178522952742,160.404894007119,145.723003322912,236.50949991087,166.776464180834,167.837710526894,253.771251667573,231.052522942028,336.718435135484,194.339511391959,278.607874369589,186.559477852877,200.16520969621,313.889056479348,295.780875493419,194.438110258899,207.588668151092,0,368.053766168495,419.828335526046,179.979029020709,376.034291629969,141.700744950545,161.723786556925,234.42358529314,497.56322648639,207.981498498057,287.305604173071,285.618937448615,236.739833287982,251.015585439707,153.888613365144,199.072104283544,217.666597239263,225.431795957689,315.127291350224,174.632524573949,189.946578950395,203.186603302365,240.47970250606,392.854637929691,204.895272736087,230.417713054285,507.865973832305,206.404928005806,292.041378579947,154.078019241111,234.917367939931,211.034587319399,178.995975809041,594.281230824027,321.583114685143,161.968815530208,198.694750723222,198.512233787453,338.415954597593,167.450640841416,418.451200912175,159.743180144855,189.13413781186,155.507078854777,304.638725385349,150.834729739571,310.721407222759,147.252385131203,146.290749808691,285.853945286717,171.150070771383,162.171829015803,217.457679555033,267.687999588701,189.600621476882,206.536808486136,243.350621545798,247.292671148758,258.364191414308,145.324790125887
HCC1937,400.290602303398,346.367348420705,308.634576997854,307.70518414727,338.404550691893,329.017686657009,291.70927756845,408.133054771383,277.353438551355,396.129330569753,410.793267511296,285.910277663427,323.528964985766,415.636207786712,269.791753467376,290.31513557588,209.870104583962,301.04506347718,260.053742656001,329.326804928784,317.978468522969,255.260038252357,270.869448207465,476.978436041645,278.552004123935,368.053766168495,0,247.549132607032,443.940100330208,227.672107435939,403.320733256527,316.274010050618,243.699052974775,249.202016648374,265.196476125319,227.125656231658,218.392284126992,281.846243627043,254.792447207035,382.997965938173,268.686759013853,306.827871190537,294.254811127295,232.592659653448,293.029425587122,321.105395717878,309.925042461154,308.103559408139,228.015771604732,302.091170530692,370.814088470135,290.590763840719,290.087290090667,223.723895998633,371.696568435046,236.367561620797,291.402852716311,326.236452143368,339.686861727646,215.471865193411,422.944026925597,290.767466753856,288.665400480984,279.167471998222,312.741477602724,220.027559112243,337.553728095435,281.794774906436,362.968832786502,232.363655433813,391.600373185471,210.613539017262,398.177709471814,374.936850219862,203.545527423307,434.379999664699,332.579915215784,305.402884693859,215.261215620024,302.792395138309,261.709935452477,333.971147205245,225.184384189395,254.30469860683,412.076298166997
HCC1954,439.907841180915,387.029967405396,353.21722081505,365.677624131753,376.068273634005,363.496807964807,340.475948309242,446.66030294523,333.553753484819,426.172003559838,445.788650182628,334.721031569202,382.623990824899,447.684619342602,330.422690809312,335.657547893851,253.83591963868,331.946244284988,322.754435240356,366.008989437358,364.464497710703,303.122433274143,311.251055362194,504.905571605174,327.846765993827,419.828335526046,247.549132607032,0,472.607048947157,268.365068895207,439.382379287733,368.04469318159,312.531504644455,311.633686885092,320.130621304098,301.823361309442,292.072382734316,316.155366182198,315.686134782056,421.358767907827,334.96085178924,352.027601368978,330.482127550899,267.256633659379,339.119386425732,366.71695923145,349.699347524713,357.734625746918,271.058282149399,343.149088848571,410.101286065653,330.648480453629,334.255145424488,281.810365851826,405.919701587673,299.338357336545,348.63501451828,367.561292451737,362.483863321645,266.523437037802,461.289434581379,348.213394462632,337.165327864463,321.863364975297,354.659561924693,279.88623583136,373.574512213073,336.044067256429,412.761972522763,270.663023285098,427.95030565093,281.143148422143,432.088016951665,418.119651202257,265.354101804958,463.679075410141,373.002626992721,351.457334480953,284.635618686985,350.013977702495,319.039754395633,355.403715799327,306.4044550426,308.139518546801,452.54156601129
HCC38,125.23556944212,183.032005749302,212.844150296508,215.80537608005,197.296216766267,263.914322408143,258.096560736205,143.807904816351,315.830098325871,137.329779450917,101.257296939964,276.153620407194,198.908451284481,129.087683948449,304.058488926395,275.208635768805,397.051505728808,239.669704951021,329.193448297253,219.526184355762,223.071047188837,373.030022067515,348.653128598713,131.302378232233,247.886886966438,179.979029020709,443.940100330208,472.607048947157,0,441.71495045825,113.244267326526,198.891180770132,288.462481814977,571.472287611137,251.808716374022,349.770361477106,349.062046311031,279.180268404974,299.944606565843,139.891567815705,250.182004186982,248.335131820791,261.045695133652,368.93788471334,224.768804403603,232.65756936122,239.118547514551,272.89517612243,459.738649393415,261.356563759009,245.291025611801,572.079644718899,248.213420954876,361.852213860824,160.756052088838,292.152923826591,264.004249936132,207.142517457791,665.346588277663,383.772354219084,125.653124921257,235.236337256919,243.260768363558,404.655136805265,188.287681919164,488.578934713206,199.084502007254,253.052076690906,163.66431998194,362.055876948103,114.371658081481,371.722510804154,115.51638444987,145.542050355146,339.850466397764,122.614194925754,190.972919638895,249.689175888642,323.077216706643,232.990826308181,263.64774706922,262.366110004181,309.328238237383,305.344858278887,119.206689906653
HCC70,404.098348476224,348.408988129536,321.696882154647,320.865982101261,340.004608777941,338.391244869896,300.530086094916,403.924722545803,311.420887616775,390.094026873093,410.319910703518,303.392361658777,337.653840206945,418.950734928877,301.064143021963,310.731719426686,223.586761394103,294.37283845361,284.135762360397,319.654406473514,316.50599187234,299.073032004695,279.519078856451,474.624613808009,288.382402113212,376.034291629969,227.672107435939,268.365068895207,441.71495045825,0,405.760273415629,323.84240495433,276.680663993353,295.284206926099,281.680776019898,272.032671712668,229.99800493116,277.611259590735,272.415658905575,384.713317565503,283.380296481524,316.936742737252,306.536496292884,241.911731064542,311.654180507013,335.159516746338,302.916072563039,317.862301328419,264.129582823802,305.908670345942,384.163405548295,340.57678751982,299.616395901934,257.502816822205,364.096870235913,264.217002535725,297.384971920653,328.462139342514,358.782147154568,249.751172202224,430.168174457598,297.995750918323,298.766864484508,298.690134070975,323.106893288786,262.076457916147,341.299886551717,299.598057371731,375.958753531315,226.145156063274,391.488637525808,267.55335667008,391.572575217815,377.424581534758,250.109018526333,433.290290769378,338.205273411812,310.525577101921,264.572830604803,320.523511502181,272.339264604418,335.847429902809,270.404775332558,286.183228015527,412.788599191998
HCT-116,83.9732924717927,144.982594167634,169.391719619975,172.920727807614,166.600443126284,228.495111193013,213.961046979291,110.624294031888,281.235573322268,111.530503818235,50.1524938664373,237.475000769077,153.10855832778,106.664277712062,267.150012150403,230.616724509865,357.626775632626,202.729527979106,290.828173661273,183.766245713213,183.022880749185,330.591616797512,311.647251250252,122.978719795014,212.791802294136,141.700744950545,403.320733256527,439.382379287733,113.244267326526,405.760273415629,0,150.330911954844,247.700908475099,530.8987406778,212.388516626792,310.042452084363,303.064553924626,239.498745392799,259.35473650323,100.185952276893,201.533672184906,211.125215093129,223.847234648998,329.453563853976,178.34417232022,183.663223963476,195.74592186717,238.311268589973,421.658589853329,220.687376203118,221.3746224377,529.29724936977,210.175498067797,317.146166607047,125.066101140174,246.408352544064,222.217802507842,165.055269456804,627.81471960858,342.518640630479,86.5599112063287,185.57981493154,202.627134110121,359.266938194849,143.640149677293,447.704948386706,145.081694001084,204.432685312168,135.027076894252,317.791014868293,67.125148273535,329.545471675819,65.8816877411913,96.3217875636836,299.371127267688,109.266956700055,154.132066919654,210.015006460098,278.466116159074,194.699591280523,213.870078412765,225.665998287371,264.752466601163,262.389396303265,76.4125069304184
Hs-578-T,161.404170297816,152.48423596155,170.848744020678,161.607406193599,162.750568244068,210.629831818779,158.040113638436,168.77010879062,235.732727578588,170.881878887544,156.930101320576,194.923401762575,151.490356846224,172.005205362945,229.274498198215,189.398812727167,285.21543737874,167.778650641659,242.874742467667,161.476037269509,166.05589241073,266.492865008405,271.702057550106,226.108770907411,153.053995135967,161.723786556925,316.274010050618,368.04469318159,198.891180770132,323.84240495433,150.330911954844,0,199.798785651603,444.4438323743,171.952496514665,240.487554341522,235.601377191067,192.667392092796,211.677068422855,160.275838577498,143.542696759154,191.370828027653,200.152092098592,270.860417037437,148.54756621467,188.234571770574,186.903668713602,216.039690493739,351.366148763316,179.207503507746,225.418319186088,446.924595107201,182.765923593694,258.168336837109,154.807423461006,190.455455226402,191.176534735052,143.011711936133,544.627589047903,286.413378103515,181.128440476156,148.078140139886,171.933876132727,317.074828919912,136.195511154843,371.640856824919,146.311013363611,186.028100021009,156.334316745322,253.17274868874,141.659406253169,259.119366138015,152.817798833199,155.730977359116,242.095294995378,201.124366650352,158.296377419441,179.926527149703,221.601773922902,178.268798113923,182.228087676147,223.636183818793,205.813414793201,211.999881175006,160.417069576719
HT-1197,240.069079785978,212.736836700605,182.412564012671,189.806102369699,223.224726584065,237.870147157694,197.478113997422,258.196333910913,219.441854260475,253.9747902898,252.058186834004,222.751445069885,198.616623041712,272.078916672516,201.539263607189,211.966656744753,247.519383372176,195.025470782728,209.113652922995,205.957390684056,215.204806400475,246.559708715211,238.511274192874,319.745433762704,191.609306494947,234.42358529314,243.699052974775,312.531504644455,288.462481814977,276.680663993353,247.700908475099,199.798785651603,0,363.508837878045,184.259701577278,202.435541035837,196.003742785432,213.576261920966,193.285936745616,232.175561137283,167.954017430572,211.751054640903,215.769328379266,235.055871199186,179.580773862186,214.099593757985,201.240982279057,231.784963910112,289.158156682825,204.302726680058,271.535814771114,368.373941249981,185.536694491022,201.054291166039,225.172365689152,185.233498976359,198.44869129247,204.076479456453,463.188366682319,219.167195605034,262.679394921687,194.618137318118,193.058400316926,262.97812472226,182.367749273347,306.257628570516,209.272449224145,181.692044190416,228.038546990322,204.45787994459,233.648730229579,203.651927670303,240.571811164183,219.854583326164,189.072190800815,280.220574530273,209.169441461714,204.828165321044,163.954973172657,196.348764088723,157.168243615954,242.447301401438,158.12297813114,172.371957717783,258.240870278426
HT-1376,525.153151339967,468.063767745205,435.801141223837,431.635102064164,461.029694470555,446.663832996676,397.427073528791,532.047212012447,376.471022877483,515.360649958769,535.926606457605,402.217039109689,450.536831672825,540.924138033153,371.23299462746,398.133585074445,288.097783747112,412.025107289405,357.732717651358,440.606250335166,443.151575078471,347.617395205256,375.065276258895,603.615337122005,390.078150044944,497.56322648639,249.202016648374,311.633686885092,571.472287611137,295.284206926099,530.8987406778,444.4438323743,363.508837878045,0,383.562328542753,309.493431202217,319.720179346537,378.822266735155,360.22249198958,504.024497370213,379.155976250422,425.563447682384,413.800300162176,322.45538211397,414.518222114954,450.408631177428,426.037296124466,419.348430998326,286.786240638184,414.205373973679,486.402640171348,292.006726331327,407.294063728159,322.628191162086,489.383250900556,349.078075568531,413.384694406226,448.569856399589,327.73459989689,302.195250746351,550.212938284486,415.537440244196,403.287642275526,345.580352796632,435.615678890587,243.823919436499,454.421998008618,393.859222471229,497.108526353832,313.170650932402,516.520883146301,319.832274798872,522.695713034656,503.975372802101,320.207650519275,557.027974742493,464.286869141421,409.143120214927,314.99473990124,423.421869236551,368.40276940589,435.768596213559,341.908165911084,361.469032977704,540.508102900202
HT-29,219.797122064989,184.972158070398,149.320890281402,175.243724788084,182.383868302928,217.119540869381,191.327392068474,225.384070475298,212.358515967431,210.711854864434,216.590166113552,187.364010762697,175.422493297062,230.867783691943,189.468150329227,181.567392397053,237.127028696209,164.312770482744,212.951905425563,177.547846230142,185.276521047691,245.731500924279,210.759652673867,287.581808940238,155.51964486567,207.981498498057,265.196476125319,320.130621304098,251.808716374022,281.680776019898,212.388516626792,171.952496514665,184.259701577278,383.562328542753,0,207.646808414599,178.147578928592,173.446357327222,178.949525303549,204.774592538695,142.136136380425,186.927082812477,187.811902002429,212.15652918652,157.158675339846,191.280077976047,168.403687667513,201.367843325034,294.389082115085,192.682213615651,241.852013517669,396.34193896239,168.398426311685,230.112330772147,205.463173032111,170.341362169925,203.147758656309,174.675576680391,477.65068050219,230.643799042798,234.052832665693,169.361823539918,155.47718489794,279.790445056515,158.682965195753,311.833354812707,177.256302086943,155.154300760689,200.125333373138,205.698364039636,197.704216251269,217.895854524841,207.377250184296,191.524985842869,176.256325664152,234.2281270977,189.409280545577,164.161584048819,161.498056322508,182.821968742439,156.868248015618,202.849915603995,169.641312566503,174.081005466773,224.40999716388
J82,303.949901268596,255.549005858591,244.530857609994,240.683117011688,262.755239374282,269.951222265892,218.216411160154,316.528857181324,229.958873900165,305.902738625604,314.428566117809,221.527343979829,246.748174072538,325.736387110067,205.154394348172,226.180656019129,234.570898910431,229.167076239921,221.26830352873,252.763235895917,261.829664502158,237.318410172301,255.199925021149,377.470633804984,220.234004701513,287.305604173071,227.125656231658,301.823361309442,349.770361477106,272.032671712668,310.042452084363,240.487554341522,202.435541035837,309.493431202217,207.646808414599,0,212.462645550318,240.004525417287,207.716759351609,285.579343136486,207.219057281763,243.870685758788,250.897321667649,233.683111075376,222.478785672328,258.478304928207,254.580934866056,263.969368375092,271.237132938429,250.782972105705,302.79770575657,345.46043003642,238.996839572186,208.724321294662,280.720280600983,194.106439740951,256.925556768981,248.326088214421,438.395840215501,228.906634520202,327.669417922872,243.16266513359,229.763401743439,280.515829228524,235.491243354093,277.100917706138,259.914039463168,215.230247855909,283.616746228876,233.52103068549,299.904374100877,213.951451206548,306.276919429021,292.259240996341,208.376786373016,341.560645784942,272.121331338416,228.429575190214,189.479616788502,234.15038336303,207.563659841245,265.617818794231,192.089326138145,211.351432913381,320.163514011097
KATOIII,307.576870063083,258.370715129279,221.467469020383,238.480465247219,259.112180160282,264.057068740954,230.891279866339,310.820964754714,239.174712110265,301.694506123445,309.600389989031,220.56569414637,243.252005986499,327.891537329004,220.08455625671,226.335709914182,222.955895170036,221.828906951181,234.599234182962,245.628808435184,239.307818681184,244.274944133352,239.304841979084,381.500083350224,214.551601585663,285.618937448615,218.392284126992,292.072382734316,349.062046311031,229.99800493116,303.064553924626,235.601377191067,196.003742785432,319.720179346537,178.147578928592,212.462645550318,0,215.008892268359,211.031038016486,289.778747822155,186.244946278618,235.245687765696,242.739052003726,220.319050186669,213.569592170798,243.60949298231,224.031371488203,261.316414694116,260.292342575375,236.560219314894,306.126458843976,331.818617713018,219.650425088099,219.650279054547,281.047753716539,190.105347460741,227.986385553456,233.269125441546,403.198183697004,217.101094337303,323.933916331358,220.746831187087,215.541537500908,259.375087004361,230.701146623318,262.767864010182,245.772199342043,209.959276278214,287.281923978348,172.178026511836,292.996559788419,202.030005807738,295.382004316223,271.140020455028,159.855365818943,334.840091435062,258.867148424851,202.620953636965,172.028769146833,232.798415625453,198.223438788021,249.737974026063,177.620443233788,198.913089797106,314.077938530612
KMS-11,234.401953578231,219.123536458642,183.448406952887,203.27824088472,221.735269320239,229.106533199475,210.601411796059,235.976341697775,229.994356446303,221.14513106855,245.885386025663,197.812205109965,207.334352598082,247.506916237731,217.952336458561,199.057195284505,226.705908354347,191.629960870976,222.338728596638,205.845545365561,203.890421717045,253.253864361419,231.451050463289,303.044441591671,168.628962607061,236.739833287982,281.846243627043,316.155366182198,279.180268404974,277.611259590735,239.498745392799,192.667392092796,213.576261920966,378.822266735155,173.446357327222,240.004525417287,215.008892268359,0,193.403762342591,224.682754145108,167.824910729516,203.433372350108,207.918931310643,207.009695989163,185.835890353047,208.537236460294,197.333288360294,239.999537930404,289.842815946125,218.849848217762,250.343413272671,406.461039213604,189.772205421168,233.782406921204,221.857596001611,180.462204880366,205.972952753069,196.519288553935,470.086867408959,233.776783037853,257.57435756483,184.04941485969,187.313606791049,284.658078558126,192.631126303893,312.687430467083,191.290169822515,178.482456998251,233.113293629239,213.760092946148,230.082629415882,230.916636039197,233.993558937787,230.313385180481,207.754687659376,265.980061422167,201.462872183401,202.111328765618,209.891374066187,200.869526500898,183.390862467535,233.685019956452,210.299110033369,206.327705268093,255.718275550637
KU-19-19,253.626571685539,233.739301036774,198.870896659707,190.814124609851,210.098914258462,237.808563470583,213.077498689469,265.637525009099,227.325113876405,258.06852843672,266.102959603857,210.774575777147,200.934933319264,267.064677889633,216.17078360275,196.993689319768,229.858442428686,201.515842343331,210.558654904801,229.304689701657,205.570710306644,230.904438991901,242.104648915361,329.439867781226,189.374300228389,251.015585439707,254.792447207035,315.686134782056,299.944606565843,272.415658905575,259.35473650323,211.677068422855,193.285936745616,360.22249198958,178.949525303549,207.716759351609,211.031038016486,193.403762342591,0,245.041374342289,165.665410608954,203.531140927424,226.541541507082,210.059595546875,188.992975663119,214.842646363421,203.033820280745,238.480092433985,275.485900273293,227.280250925118,266.923355615923,373.583621641083,188.204961220646,229.072697557124,245.593562193452,170.180394851627,205.881775487547,216.90987621229,461.990048406666,229.225431458915,277.435022482407,189.900821244941,173.91361011752,269.518760718945,199.609736305842,301.229594475896,223.119771421831,196.018069550589,227.271546870218,215.762299029207,252.182964986463,209.091362215473,255.068768197817,244.105160422839,201.526315255415,292.240339727397,219.26658395148,213.658293703942,195.222588481185,210.915572804358,179.377414721321,249.026390523296,177.933502683543,191.525797127427,265.965169131799
LS-513,85.417023444759,142.232750473007,164.841398701298,172.769761711857,160.288491614481,226.97803286128,184.105276533123,104.394898510652,277.141188340183,107.723823157058,94.6940741304962,230.224704928682,137.992348928162,116.97028461529,234.805490607519,228.039706058899,331.193471360278,194.898880310748,288.569724972878,167.447872328625,175.257136488533,325.360489248247,316.266169846031,155.701689650298,202.189668192534,153.888613365144,382.997965938173,421.358767907827,139.891567815705,384.713317565503,100.185952276893,160.275838577498,232.175561137283,504.024497370213,204.774592538695,285.579343136486,289.778747822155,224.682754145108,245.041374342289,0,187.573122176213,200.457855512976,221.79075460484,312.394668898655,175.112325791432,194.897162401238,193.894427077497,225.989240862377,406.431057848781,211.706716887556,222.790810912904,519.049512990586,204.409754938267,299.918376269256,122.282191914764,229.944101892435,211.764632879615,142.830535786189,599.568784131348,324.747334337632,105.78065605532,185.607271440013,202.95513269985,346.229485161247,139.073563385105,432.089218412834,158.241897621855,184.178874526574,149.179168480399,306.111813753244,97.5906953359432,309.200761059137,92.8573560018837,112.28911199757,288.187389686059,133.473705081751,145.406667130897,190.343613177428,268.638973735623,183.923613950262,188.787655276043,231.216357619743,254.321913191014,243.791506948718,107.135785904516
M14,199.566196759139,172.66637710413,157.712112683535,159.984802256101,173.106994840651,216.400424790693,163.464372452414,203.569191074419,206.340277399785,200.511579127903,203.145835336213,177.977966021891,154.7788447525,223.029077118156,189.811170738143,170.415054104741,227.702791320804,162.509479674057,209.39682488188,172.344784080154,166.97173077613,246.595480694855,245.596305294919,280.000516920766,143.485727628242,199.072104283544,268.686759013853,334.96085178924,250.182004186982,283.380296481524,201.533672184906,143.542696759154,167.954017430572,379.155976250422,142.136136380425,207.219057281763,186.244946278618,167.824910729516,165.665410608954,187.573122176213,0,181.034960759775,194.221758441172,224.27359167882,151.055861974401,194.953678562217,163.938858652693,204.10935356112,303.044683885241,177.710728877998,229.139726887606,402.265466628297,165.21751253424,224.691258138443,193.435783961936,155.128367435553,174.839483810701,164.168648192103,490.330784039179,246.486197539638,221.708462540023,146.589080742891,156.177571430692,271.534007270776,151.734361146642,315.087366258188,156.158351004912,164.393224510684,182.003050042162,198.7015608136,191.784856713337,208.644927311836,192.872672171653,177.987514957682,184.337611063817,239.506763298415,181.072173020355,165.356946069065,156.318469421361,181.049357852087,131.974954713379,211.139086742294,161.942121132793,177.148374234614,213.176180915232
MCF7,212.643611814504,198.327594998061,177.566737038514,183.50364289632,208.271023150125,218.90944338678,212.106773097635,213.351767203739,248.36058421064,215.341060619722,217.794694308684,218.543165786649,178.810910228865,219.393723447439,224.561575653325,216.437212398446,274.902587620566,181.624950052008,244.170853149632,214.468715172889,190.351011394314,270.538186123583,242.034842479587,269.999068768547,188.057903831805,217.666597239263,306.827871190537,352.027601368978,248.335131820791,316.936742737252,211.125215093129,191.370828027653,211.751054640903,425.563447682384,186.927082812477,243.870685758788,235.245687765696,203.433372350108,203.531140927424,200.457855512976,181.034960759775,0,219.368348712498,256.35118324449,171.470230168264,198.8170429989,200.428856685006,245.367870799771,332.514953492186,232.52332482329,248.051747225439,428.363468835731,184.994639657833,251.656136719842,203.200734277807,192.717101871529,198.982169035818,181.994916411221,513.70986411108,268.138842643671,226.379686765536,189.064344791959,185.548680658105,296.082239364432,167.992384381423,349.341220422847,186.036872738591,196.092919996504,208.157963157073,252.991684489362,205.065115652746,245.753164018378,203.861864753222,206.914940558362,231.362530315474,237.969794062201,182.897047942923,210.910852466992,226.498813242164,186.00258983347,187.041150246522,228.339733296037,206.550131994549,217.630144707337,222.970348059216
MDA-MB-157,235.342468496185,209.425949294387,184.645930711135,206.221469245659,208.613724141656,233.35887150565,201.102283640516,243.764856849879,239.20174064661,215.083551414074,226.913557053375,230.955720517388,208.253741614133,242.793177937598,233.117903585943,214.430112487609,247.691486947112,190.593275558093,230.064050510772,195.178539216686,204.285762232091,261.725995227539,238.50121629627,287.25442459964,195.792252946193,225.431795957689,294.254811127295,330.482127550899,261.045695133652,306.536496292884,223.847234648998,200.152092098592,215.769328379266,413.800300162176,187.811902002429,250.897321667649,242.739052003726,207.918931310643,226.541541507082,221.79075460484,194.221758441172,219.368348712498,0,232.083433790789,192.089406950573,212.474428215154,195.066831893032,218.362677961244,318.320834546706,204.771281469171,245.999142759543,433.61281721963,209.797909740381,250.980350947629,215.383175289927,200.66498901661,210.054027367099,198.484795237952,502.219496813331,263.725528232055,253.344963525942,206.330617578395,194.231443945853,300.941588253746,187.974927034604,348.200414052104,201.262930075944,195.433352876873,218.843937192514,241.425694924902,210.200762867063,264.992452366947,218.754474462527,212.640201531375,209.480258563505,256.422202071599,211.825191207287,192.990447206277,201.812787307508,213.364993212352,199.113418137172,218.764619143902,219.687555016672,224.784928635237,241.176198489631
